"GEO_ID","NAME","B17018_001E","B17018_001M","B17018_002E","B17018_002M","B17018_003E","B17018_003M","B17018_004E","B17018_004M","B17018_005E","B17018_005M","B17018_006E","B17018_006M","B17018_007E","B17018_007M","B17018_008E","B17018_008M","B17018_009E","B17018_009M","B17018_010E","B17018_010M","B17018_011E","B17018_011M","B17018_012E","B17018_012M","B17018_013E","B17018_013M","B17018_014E","B17018_014M","B17018_015E","B17018_015M","B17018_016E","B17018_016M","B17018_017E","B17018_017M","B17018_018E","B17018_018M","B17018_019E","B17018_019M","B17018_020E","B17018_020M","B17018_021E","B17018_021M","B17018_022E","B17018_022M","B17018_023E","B17018_023M","B17018_024E","B17018_024M","B17018_025E","B17018_025M","B17018_026E","B17018_026M","B17018_027E","B17018_027M","B17018_028E","B17018_028M","B17018_029E","B17018_029M","B17018_030E","B17018_030M","B17018_031E","B17018_031M","B17018_032E","B17018_032M","B17018_033E","B17018_033M","B17018_034E","B17018_034M","B17018_035E","B17018_035M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Income in the past 12 months below poverty level:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!Less than high school graduate","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!Less than high school graduate","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!High school graduate (includes equivalency)","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!Some college, associate's degree","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!Some college, associate's degree","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!Bachelor's degree or higher","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!Bachelor's degree or higher","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!Less than high school graduate","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!Less than high school graduate","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!High school graduate (includes equivalency)","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!Some college, associate's degree","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!Some college, associate's degree","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!Bachelor's degree or higher","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!Bachelor's degree or higher","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!Less than high school graduate","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!Less than high school graduate","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!High school graduate (includes equivalency)","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!Some college, associate's degree","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!Some college, associate's degree","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!Bachelor's degree or higher","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!Bachelor's degree or higher","Estimate!!Total:!!Income in the past 12 months at or above poverty level:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!Less than high school graduate","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!Less than high school graduate","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!High school graduate (includes equivalency)","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!Some college, associate's degree","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!Some college, associate's degree","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!Bachelor's degree or higher","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!Bachelor's degree or higher","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!Less than high school graduate","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!Less than high school graduate","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!High school graduate (includes equivalency)","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!Some college, associate's degree","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!Some college, associate's degree","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!Bachelor's degree or higher","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!Bachelor's degree or higher","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!Less than high school graduate","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!Less than high school graduate","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!High school graduate (includes equivalency)","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!Some college, associate's degree","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!Some college, associate's degree","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!Bachelor's degree or higher","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!Bachelor's degree or higher",
"0500000US01003","Baldwin County, Alabama","72891","4060","5260","1518","2870","981","739","526","1084","639","816","493","231","303","2390","1375","42","72","42","72","0","213","0","213","0","213","2348","1375","696","945","373","472","1064","1013","215","339","67631","3958","56863","3623","2921","1205","9728","1922","17691","2319","26523","2704","10768","2073","3473","1229","349","369","1226","650","767","485","1131","744","7295","1675","292","255","1959","938","3461","1229","1583","759",
"0500000US01015","Calhoun County, Alabama","29688","1834","4864","1416","1153","523","134","138","805","464","83","101","131","128","3711","1294","871","638","329","289","193","232","349","522","0","213","2840","1082","339","279","1227","724","907","807","367","393","24824","1981","17098","1696","917","592","4992","1078","6590","1171","4599","947","7726","1439","2010","730","367","340","277","277","992","517","374","321","5716","1208","924","604","1594","643","2505","848","693","311",
"0500000US01043","Cullman County, Alabama","26010","1854","2949","853","1127","549","398","409","687","404","0","213","42","71","1822","644","237","220","37","68","58","103","142","168","0","213","1585","626","349","328","562","399","575","482","99","160","23061","1778","17593","1579","1725","761","5074","1232","5881","1129","4913","1100","5468","1470","2328","887","561","433","1141","743","114","99","512","320","3140","1030","240","225","1234","684","1240","737","426","284",
"0500000US01049","DeKalb County, Alabama","17780","1596","3348","1012","1364","821","422","515","412","381","416","496","114","120","1984","733","578","512","336","468","105","188","137","195","0","213","1406","573","432","304","453","278","447","399","74","117","14432","1168","11269","1333","961","524","2918","737","4516","983","2874","699","3163","956","1138","647","274","227","83","86","358","277","423","514","2025","637","335","318","664","373","824","403","202","186",
"0500000US01051","Elmore County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01055","Etowah County, Alabama","28116","1954","3711","992","1265","557","255","210","255","291","712","455","43","73","2446","976","406","358","27","46","147","158","232","307","0","213","2040","925","528","544","597","411","676","501","239","286","24405","1860","18956","1895","1097","494","5973","1219","6814","1358","5072","964","5449","1192","1742","630","212","250","868","436","516","313","146","152","3707","952","597","381","689","370","1677","735","744","413",
"0500000US01069","Houston County, Alabama","28833","1192","3876","771","962","326","240","149","399","237","155","97","168","124","2914","689","199","136","33","58","23","38","82","133","61","100","2715","686","146","112","992","354","1431","568","146","146","24957","1149","19080","1134","1235","325","4863","766","6851","882","6131","683","5877","906","1630","446","214","178","358","190","655","339","403","188","4247","783","457","240","984","370","1724","435","1082","512",
"0500000US01073","Jefferson County, Alabama","166513","5339","16290","2649","4904","1492","1162","663","1562","927","1333","623","847","491","11386","2282","1715","1032","113","140","368","315","1194","958","40","67","9671","2111","1362","667","3227","1250","3842","1338","1240","829","150223","4850","103786","3726","3510","944","17687","2352","27408","3183","55181","3044","46437","3913","12397","1878","1413","819","3833","1253","4459","1468","2692","984","34040","3254","2528","994","8597","1794","11731","2041","11184","2172",
"0500000US01077","Lauderdale County, Alabama","26175","1691","1955","817","812","515","16","28","502","452","248","235","46","78","1143","626","37","76","0","213","37","76","0","213","0","213","1106","620","294","275","353","360","302","281","157","288","24220","1477","20608","1427","708","425","5899","1470","5404","1250","8597","1410","3612","1047","1422","625","236","201","594","408","287","279","305","344","2190","883","46","80","559","522","985","788","600","386",
"0500000US01081","Lee County, Alabama","43519","2333","4303","1088","1419","649","92","151","326","286","299","272","702","484","2884","933","396","382","0","213","55","68","341","383","0","213","2488","867","430","494","776","458","906","591","376","524","39216","2385","32008","2451","1220","623","5680","1261","8016","1492","17092","1991","7208","1418","2333","807","218","238","565","341","364","293","1186","625","4875","1087","33","59","1744","765","1337","600","1761","788",
"0500000US01083","Limestone County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01089","Madison County, Alabama","105372","3043","6856","1391","2204","837","206","191","505","351","533","457","960","597","4652","1260","556","550","47","81","64","97","154","239","291","468","4096","1126","251","244","1418","721","1949","881","478","420","98516","2778","79800","3093","2872","927","9682","1434","21012","2447","46234","2852","18716","2048","6057","1468","42","70","610","415","2429","1086","2976","1064","12659","1789","801","594","2693","895","3308","1012","5857","1171",
"0500000US01095","Marshall County, Alabama","27282","1888","3321","992","1171","430","317","258","312","267","369","237","173","146","2150","890","401","385","61","77","281","414","14","26","45","93","1749","845","339","207","966","708","444","361","0","213","23961","1865","18296","1875","1369","543","4099","1078","7870","1380","4958","923","5665","1307","2060","691","1177","644","491","277","276","179","116","111","3605","1107","646","392","850","584","1263","451","846","507",
"0500000US01097","Mobile County, Alabama","101614","3606","11767","2160","2861","1207","535","617","1451","871","812","447","63","106","8906","1748","1778","1037","427","371","1288","1010","63","101","0","213","7128","1430","1016","605","3402","1028","2436","991","274","210","89847","3662","62758","3937","3914","1341","17629","2003","18674","2191","22541","2687","27089","2666","5612","1409","702","645","1836","615","2310","1001","764","378","21477","2459","1569","614","5819","1390","6196","1524","7893","1569",
"0500000US01101","Montgomery County, Alabama","54698","3183","8096","1604","1695","746","286","311","794","451","277","229","338","266","6401","1492","494","371","82","148","377","359","0","213","35","62","5907","1511","603","420","1747","958","2824","1234","733","538","46602","3097","30998","2787","1575","654","5083","1475","6873","1558","17467","2374","15604","2853","3891","1543","420","440","758","438","2121","1231","592","334","11713","2305","1459","841","3120","1181","3899","1465","3235","1106",
"0500000US01103","Morgan County, Alabama","29258","2213","2529","882","629","407","262","332","164","151","136","173","67","93","1900","815","283","350","0","213","283","350","0","213","0","213","1617","729","147","230","791","619","500","343","179","222","26729","2310","21336","2084","1764","700","5231","1221","6599","1229","7742","1264","5393","1158","1408","622","130","122","641","431","465","407","172","211","3985","951","333","244","1335","570","1538","591","779","436",
"0500000US01115","St. Clair County, Alabama","26307","1823","1705","749","739","456","78","134","428","379","233","240","0","213","966","563","94","164","0","213","94","164","0","213","0","213","872","541","221","246","283","387","277","214","91","157","24602","1754","19890","1673","1043","556","4711","1192","8926","1282","5210","1118","4712","1259","1404","634","562","348","433","299","346","333","63","114","3308","1019","347","411","755","388","983","474","1223","761",
"0500000US01117","Shelby County, Alabama","64019","2752","2822","964","1411","640","415","344","144","135","505","394","347","299","1411","732","152","192","0","213","152","192","0","213","0","213","1259","724","43","73","32","30","585","487","599","627","61197","2815","53953","2683","1101","464","8360","1763","13256","1824","31236","2455","7244","1427","2043","790","276","379","493","306","634","537","640","498","5201","1291","160","153","1029","525","1573","663","2439","912",
"0500000US01121","Talladega County, Alabama","22778","1804","3156","933","450","312","193","195","139","178","118","199","0","213","2706","906","277","320","0","213","76","91","201","305","0","213","2429","809","612","561","816","483","1001","616","0","213","19622","1797","14155","1663","484","312","4413","1209","6006","1477","3252","1094","5467","1296","1460","695","621","483","325","347","260","306","254","221","4007","1039","763","635","1536","746","1170","562","538","434",
"0500000US01125","Tuscaloosa County, Alabama","54900","2784","5144","1543","1344","620","438","409","339","232","367","272","200","256","3800","1447","345","330","249","245","0","213","96","225","0","213","3455","1399","601","576","1832","1158","643","396","379","598","49756","2898","37507","2746","2362","982","5997","1116","12625","1793","16523","2298","12249","1992","2620","863","173","195","577","341","1395","730","475","297","9629","1707","505","388","1953","950","4643","1450","2528","1104",
"0500000US01127","Walker County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US02020","Anchorage Municipality, Alaska","70122","2955","3283","1030","966","422","147","188","290","263","244","184","285","303","2317","975","622","635","0","172","622","635","0","172","0","172","1695","845","330","377","662","510","660","566","43","76","66839","3086","52118","3414","1236","502","7835","1561","16773","2542","26274","2541","14721","2318","5350","1519","454","451","1939","935","2040","873","917","588","9371","1640","1202","705","1980","984","3691","1076","2498","846",
"0500000US02090","Fairbanks North Star Borough, Alaska","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","28170","1327","1566","488","675","321","117","147","128","124","262","248","168","141","891","362","147","147","85","104","62","101","0","172","0","172","744","338","172","190","302","222","221","156","49","60","26604","1195","22612","1231","999","403","5092","1071","8790","1271","7731","1069","3992","689","1673","480","101","99","591","318","467","264","514","287","2319","554","46","77","633","311","885","419","755","347",
"0500000US04001","Apache County, Arizona","15733","1391","3959","775","1156","382","247","150","498","243","158","97","253","177","2803","706","892","640","158","111","186","138","548","630","0","237","1911","483","433","194","586","213","599","310","293","311","11774","1349","7071","1446","1048","510","1079","388","2315","653","2629","969","4703","1048","1423","761","201","136","547","502","433","324","242","209","3280","553","477","197","814","322","1356","405","633","244",
"0500000US04003","Cochise County, Arizona","34323","1857","3379","976","1093","551","268","316","254","264","553","380","18","25","2286","745","1003","610","432","503","0","237","493","487","78","132","1283","578","368","334","385","299","329","261","201","243","30944","2149","22597","1928","1970","927","3195","1077","8653","1466","8779","1466","8347","1791","2737","1081","324","289","448","263","1417","770","548","465","5610","1339","996","829","665","423","2763","932","1186","713",
"0500000US04005","Coconino County, Arizona","32561","2064","2453","859","971","565","95","143","222","220","304","315","350","396","1482","609","140","137","33","57","50","70","57","98","0","237","1342","611","88","73","886","533","356","303","12","23","30108","1985","23224","2073","1352","935","3689","801","7330","1231","10853","1649","6884","1268","2224","685","251","216","448","309","1186","524","339","304","4660","1109","577","430","990","530","1624","554","1469","515",
"0500000US04013","Maricopa County, Arizona","1148047","12285","77834","5307","35173","4238","7269","2033","8479","2148","10385","2033","9040","1797","42661","4178","8835","1956","2332","994","2181","961","2125","937","2197","920","33826","3935","7435","1804","10418","2098","11869","2503","4104","1148","1070213","12536","797773","12199","48354","3898","119692","7213","234758","7512","394969","8837","272440","9949","96870","6086","15697","2819","25380","3237","29181","3440","26612","3487","175570","7978","18462","3061","39849","4279","62994","5694","54265","5022",
"0500000US04015","Mohave County, Arizona","70270","3081","6978","1592","3013","944","379","302","934","435","1229","712","471","372","3965","1331","1070","646","614","571","267","256","189","217","0","237","2895","1104","176","216","1178","985","1158","691","383","293","63292","3315","49439","3381","4615","1433","14217","2279","20748","2297","9859","2016","13853","2757","5859","2115","1197","1141","1617","1418","1758","885","1287","982","7994","1698","755","390","3132","1204","3465","1216","642","420",
"0500000US04017","Navajo County, Arizona","30679","2062","5994","1215","2157","782","596","310","633","373","598","453","330","306","3837","938","496","283","81","101","255","171","160","191","0","237","3341","884","968","504","1072","550","917","507","384","315","24685","2072","18239","1754","932","528","4688","1110","6629","1275","5990","1293","6446","1330","1899","892","267","269","669","519","593","347","370","590","4547","1004","529","321","871","545","2175","742","972","507",
"0500000US04019","Pima County, Arizona","271177","6770","22703","3483","8843","1657","1267","689","2120","756","3003","1088","2453","1034","13860","2790","3325","1333","856","624","1239","915","1162","821","68","119","10535","2412","1905","871","2461","1219","5013","1787","1156","646","248474","6621","186633","6128","9307","2260","28108","3639","58301","4263","90917","4794","61841","4241","21881","3017","2693","1176","4808","1465","8028","2087","6352","1474","39960","3166","3051","936","8117","1875","16435","2561","12357","2032",
"0500000US04021","Pinal County, Arizona","126737","4242","9198","2058","5236","1550","762","712","879","554","2247","937","1348","696","3962","1268","1262","599","431","338","624","528","207","215","0","237","2700","1072","753","771","1059","677","875","585","13","25","117539","4539","92213","4377","4462","1557","22896","3407","37500","3497","27355","2717","25326","3123","9368","2286","989","731","1883","1121","4267","1770","2229","909","15958","2445","1545","751","4789","1420","5882","1705","3742","1288",
"0500000US04025","Yavapai County, Arizona","73938","3695","3705","1129","2352","732","262","256","366","384","825","358","899","456","1353","726","171","222","0","237","15","26","156","222","0","237","1182","719","45","62","538","474","599","559","0","237","70233","3639","57867","3086","3154","1118","10373","2007","20892","2272","23448","2230","12366","2205","3868","1186","848","696","725","516","1367","800","928","446","8498","1812","324","302","1294","709","4876","1504","2004","1028",
"0500000US04027","Yuma County, Arizona","60552","3012","8078","2075","3474","1487","2026","1377","417","296","804","601","227","186","4604","1503","752","757","147","194","424","675","12","22","169","279","3852","1373","1011","710","851","757","1479","878","511","528","52474","3621","40204","3585","7598","2224","10013","2668","14676","2907","7917","1409","12270","2515","3459","1520","354","470","480","323","2294","1399","331","300","8811","2020","1440","750","2674","1158","2839","1240","1858","1126",
"0500000US05007","Benton County, Arkansas","88095","2979","4710","1238","1599","633","445","324","581","347","222","233","351","270","3111","1057","346","249","167","171","54","76","125","171","0","213","2765","1023","783","735","1357","785","513","467","112","137","83385","3092","67502","3261","4880","1252","11839","1805","16980","2511","33803","2751","15883","2302","6228","1636","396","367","2390","1182","910","528","2532","1066","9655","1668","792","483","2936","892","2678","1017","3249","989",
"0500000US05031","Craighead County, Arkansas","30951","2042","5233","1546","1999","930","0","213","1430","856","372","440","197","174","3234","1240","870","586","681","590","90","130","99","173","0","213","2364","1075","427","477","849","689","759","630","329","376","25718","2091","18943","1753","874","444","3961","1121","5084","1090","9024","1528","6775","1590","1532","710","27","49","388","310","216","208","901","613","5243","1343","382","294","1257","652","2310","1011","1294","719",
"0500000US05045","Faulkner County, Arkansas","31565","2052","3064","1064","1070","646","273","409","520","456","162","217","115","138","1994","849","481","435","83","145","0","213","348","396","50","88","1513","745","90","154","722","603","654","518","47","80","28501","2178","23055","2082","587","433","3155","956","7804","1516","11509","1693","5446","1486","920","534","64","118","257","225","314","286","285","394","4526","1379","630","656","950","554","1311","637","1635","906",
"0500000US05051","Garland County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05069","Jefferson County, Arkansas","15000","1406","2882","1091","771","548","39","72","540","494","116","107","76","79","2111","962","0","213","0","213","0","213","0","213","0","213","2111","962","167","280","1211","747","62","111","671","598","12118","1539","7937","1362","573","362","2078","671","2531","855","2755","771","4181","1081","871","468","160","222","290","201","346","383","75","138","3310","876","68","100","1492","631","1288","655","462","288",
"0500000US05085","Lonoke County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05119","Pulaski County, Arkansas","101897","4657","12024","2619","4468","1553","738","751","1375","720","1566","982","789","523","7556","2009","938","520","522","444","0","213","294","231","122","201","6618","1910","1272","915","1595","1050","3558","1442","193","268","89873","4356","65239","4190","2022","721","10391","1849","19033","2851","33793","2944","24634","3139","6222","1548","485","515","2405","1073","1472","689","1860","732","18412","2749","1085","599","4344","1499","6273","1758","6710","1652",
"0500000US05125","Saline County, Arkansas","36777","1972","3253","1264","1505","695","324","369","491","411","449","452","241","213","1748","884","693","631","236","367","85","145","0","213","372","454","1055","709","0","213","711","625","289","302","55","100","33524","2039","26654","2476","1298","613","6767","1757","8195","1965","10394","1672","6870","1674","1477","730","120","122","747","580","259","234","351","275","5393","1557","281","296","1148","646","1874","779","2090","1051",
"0500000US05131","Sebastian County, Arkansas","36056","1823","2663","993","892","399","289","297","272","223","273","250","58","100","1771","867","405","416","277","356","113","160","15","28","0","213","1366","706","748","576","143","158","318","287","157","241","33393","1796","26586","2285","2921","1219","7120","1535","8484","1461","8061","1567","6807","1556","1463","733","27","47","778","524","396","463","262","184","5344","1388","740","500","2089","1037","1684","724","831","543",
"0500000US05143","Washington County, Arkansas","62443","2806","5024","1481","2474","1190","999","1044","585","471","452","436","438","419","2550","897","522","471","97","158","374","434","51","85","0","213","2028","790","114","173","1271","715","384","324","259","273","57419","2726","45475","2596","4720","1328","10742","1797","9364","1573","20649","1825","11944","2058","3778","1083","501","278","1500","937","859","440","918","540","8166","1732","845","625","3051","1265","1775","761","2495","932",
"0500000US05145","White County, Arkansas","21018","1375","3594","1406","1306","841","84","103","422","320","800","754","0","213","2288","1043","96","174","0","213","96","174","0","213","0","213","2192","1031","736","735","950","539","323","278","183","159","17424","1505","12951","1576","558","326","4206","1086","4378","1049","3809","902","4473","1217","2103","920","389","511","561","418","939","688","214","206","2370","789","397","472","862","496","538","306","573","353",
"0500000US06001","Alameda County, California","392920","6801","21252","3136","8479","1654","3048","1252","1511","662","1792","660","2128","852","12773","2699","2194","1084","351","305","439","463","581","561","823","616","10579","2388","1793","1053","4079","1334","2603","1109","2104","856","371668","6030","287760","6689","24774","2800","26324","2735","48052","4033","188610","6570","83908","5024","29151","3135","2586","862","4570","1444","7958","2046","14037","2040","54757","3775","6037","1319","10691","2331","15539","2250","22490","2760",
"0500000US06007","Butte County, California","46981","2820","6396","1457","1807","759","459","465","623","471","514","365","211","167","4589","1370","1259","838","100","128","540","463","619","646","0","225","3330","1119","778","560","902","580","1584","844","66","112","40585","2562","30656","2472","1668","749","6041","1387","10453","1738","12494","1694","9929","2144","3129","962","448","304","430","271","1516","678","735","440","6800","1751","173","134","1117","788","3050","1178","2460","921",
"0500000US06013","Contra Costa County, California","301302","5342","18973","3059","9856","2325","2911","1323","2389","998","1519","741","3037","1122","9117","2202","2179","1049","247","292","966","745","555","419","411","361","6938","1771","1194","682","2287","1214","1761","816","1696","914","282329","5530","219445","5114","12180","2225","27731","3166","51135","3472","128399","3873","62884","4346","17516","2695","2525","1125","3691","1330","4298","1002","7002","1478","45368","3678","4521","1359","7901","1761","14749","2471","18197","2648",
"0500000US06017","El Dorado County, California","55991","2740","3185","995","2017","851","633","642","195","209","931","617","258","234","1168","568","213","237","126","192","87","148","0","225","0","225","955","566","0","225","350","323","516","441","89","105","52806","2756","44538","2527","913","640","5948","1367","13707","1877","23970","2091","8268","1436","3506","983","42","68","1097","704","1468","655","899","521","4762","1158","471","446","545","438","1998","824","1748","658",
"0500000US06019","Fresno County, California","238183","5320","36445","4023","12315","2176","4980","1490","2804","1082","2699","920","1832","984","24130","3340","5123","1662","1560","869","1572","867","1672","1118","319","211","19007","2671","5283","1049","4770","1323","7523","1730","1431","689","201738","5499","139437","5448","24267","3181","22741","2430","45555","3701","46874","4125","62301","4582","21934","2777","4145","1261","6851","1559","6951","1772","3987","1220","40367","4121","6933","1341","7690","1562","15866","2223","9878","1876",
"0500000US06023","Humboldt County, California","29436","2062","3152","1026","1293","666","88","121","482","414","222","203","501","426","1859","824","936","650","24","41","208","200","704","633","0","225","923","444","6","11","0","225","605","414","312","269","26284","1772","19076","2081","1212","704","2521","743","6919","1342","8424","1598","7208","1488","2313","909","210","256","966","655","682","442","455","441","4895","1292","240","250","963","553","1962","899","1730","722",
"0500000US06025","Imperial County, California","38347","2100","6154","1303","2230","717","649","374","610","359","606","390","365","401","3924","1110","428","422","6","10","320","406","102","127","0","225","3496","1025","459","402","1372","587","1192","645","473","456","32193","2141","23322","1966","5656","1220","3506","1069","8636","1613","5524","1435","8871","1554","2379","828","445","346","318","370","1449","702","167","247","6492","1292","822","490","1351","656","2601","954","1718","737",
